source,target,experimental_score
Mtmr2,Sbf2,0.299
Mtmr2,Unk,0.292
Mtmr3,Fbf1,0.323
Mtmr3,Mtmr4,0.595
Mtmr3,Nek4,0.595
Mtmr4,Mtmr3,0.595
Mtmr4,Mtmr6,0.418
Mtmr4,Mtmr7,0.609
Mtmr6,Mtmr4,0.418
Mtmr6,Mtmr7,0.418
Mtmr6,Mtmr9,0.233
Mtmr7,Mtmr4,0.609
Mtmr7,Mtmr6,0.418
Mtmr7,Mtmr9,0.233
Mtmr9,Mtmr6,0.233
Mtmr9,Mtmr7,0.233
Mtmr9,Spg21,0.222
Mtnr1a,Gnai1,0.157
Mtnr1a,Gnai3,0.157
Mtnr1a,Gnb1,0.157
Mtnr1a,Gnb4,0.157
Mtnr1a,Gng2,0.157
Mtnr1b,Gnai1,0.157
Mtnr1b,Gnai3,0.157
Mtnr1b,Gnb1,0.157
Mtnr1b,Gnb4,0.157
Mtnr1b,Gng2,0.157
Mto1,Gtpbp3,0.075
Mtor,Akt1,0.292
Mtor,Akt1s1,0.676
Mtor,AW209491,0.222
Mtor,Ddb1,0.204
Mtor,Deptor,0.512
Mtor,Eif3f,0.457
Mtor,Eif3i,0.292
Mtor,Eif4e,0.058
Mtor,Eif4ebp2,0.222
Mtor,Fbp2,0.222
Mtor,Fkbp1a,0.364
Mtor,Fkbp1b,0.364
Mtor,Fkbp2,0.106
Mtor,Fkbp3,0.399
Mtor,Fkbp4,0.399
Mtor,Fkbp5,0.399
Mtor,Gphn,0.222
Mtor,Hsp90aa1,0.136
Mtor,Hsp90ab1,0.136
Mtor,Htr6,0.292
Mtor,Htt,0.292
Mtor,Lamp1,0.204
Mtor,Lamtor1,0.377
Mtor,Lamtor2,0.4
Mtor,Lamtor3,0.267
Mtor,Lamtor4,0.157
Mtor,Lamtor5,0.467
Mtor,Mapkap1,0.902
Mtor,Mlst8,0.891
Mtor,Mlxip,0.292
Mtor,Ncbp2,0.204
Mtor,Prkcz,0.222
Mtor,Rheb,0.385
Mtor,Rhebl1,0.241
Mtor,Rictor,0.685
Mtor,Rpl23,0.292
Mtor,Rpl23a,0.292
Mtor,Rpl26,0.292
Mtor,Rpl5,0.292
Mtor,Rpl7a,0.345
Mtor,Rps6,0.345
Mtor,Rps6kb1,0.522
Mtor,Rps6kb2,0.243
Mtor,Rptor,0.848
Mtor,Rragc,0.512
Mtor,Ruvbl1,0.32
Mtor,Ruvbl2,0.312
Mtor,Sgk1,0.243
Mtor,Sgk2,0.243
Mtor,Tfeb,0.399
Mtor,Tpcn2,0.222
Mtor,Traf6,0.292
Mtor,Tti1,0.316
Mtor,Ubc,0.123
Mtor,Ulk1,0.462
Mtor,Ulk2,0.049
Mtor,Upf1,0.068
Mtor,Yy1,0.292
Mtpn,4933400A11Rik,0.335
Mtpn,Atp6v1a,0.304
Mtpn,Capza1,0.335
Mtpn,Capzb,0.522
Mtpn,Mtap,0.329
Mtr,Arpc1a,0.326
Mtr,Arpc2,0.326
Mtr,Mtrr,0.12
Mtr,Tpd52l2,0.329
Mtrex,Alyref,0.329
Mtrex,Bms1,0.362
Mtrex,C1d,0.56
Mtrex,Cdc5l,0.307
Mtrex,Cnot4,0.204
Mtrex,Cnot9,0.204
Mtrex,Cwc27,0.331
Mtrex,Dcaf13,0.267
Mtrex,Ddx5,0.304
Mtrex,Dis3l,0.362
Mtrex,Eed,0.292
Mtrex,Eftud2,0.263
Mtrex,Eif4a3,0.302
Mtrex,Emg1,0.267
Mtrex,Exosc1,0.573
Mtrex,Exosc10,0.725
Mtrex,Exosc2,0.663
Mtrex,Exosc3,0.597
Mtrex,Exosc5,0.714
Mtrex,Fbl,0.207
Mtrex,Fcf1,0.267
Mtrex,Frg1,0.329
Mtrex,Heatr1,0.31
Mtrex,Hnrnpa2b1,0.312
Mtrex,Hnrnpa3,0.329
Mtrex,Hnrnpc,0.329
Mtrex,Hnrnpf,0.242
Mtrex,Hnrnph1,0.3
Mtrex,Hnrnpk,0.248
Mtrex,Hnrnpu,0.241
Mtrex,Imp3,0.267
Mtrex,Imp4,0.267
Mtrex,Krr1,0.31
Mtrex,Mphosph10,0.267
Mtrex,Nanog,0.292
Mtrex,Ncbp2,0.343
Mtrex,Nle1,0.328
Mtrex,Noc4l,0.355
Mtrex,Nol10,0.267
Mtrex,Nol6,0.267
Mtrex,Nop14,0.267
Mtrex,Nop53,0.562
Mtrex,Nop56,0.267
Mtrex,Nop58,0.267
Mtrex,Pdcd11,0.267
Mtrex,Plrg1,0.329
Mtrex,Ppil3,0.329
Mtrex,Ppwd1,0.292
Mtrex,Prpf19,0.267
Mtrex,Prpf4,0.311
Mtrex,Prpf8,0.267
Mtrex,Pwp2,0.267
Mtrex,Rbm7,0.473
Mtrex,Rbm8a,0.305
Mtrex,Rcl1,0.267
Mtrex,Rpf2,0.385
Mtrex,Rpl18,0.308
Mtrex,Rpl4,0.207
Mtrex,Rpl7a,0.157
Mtrex,Rps14,0.207
Mtrex,Rps2,0.207
Mtrex,Rps6,0.277
Mtrex,Rps7,0.261
Mtrex,Rps9,0.207
Mtrex,Rrp7a,0.267
Mtrex,Rrp9,0.267
Mtrex,Rrs1,0.34
Mtrex,Sf3a3,0.312
Mtrex,Sf3b1,0.3
Mtrex,Sf3b3,0.272
Mtrex,Snrnp200,0.323
Mtrex,Snrpd3,0.303
Mtrex,Snu13,0.267
Mtrex,Snw1,0.336
Mtrex,Sox2,0.292
Mtrex,Srrm2,0.296
Mtrex,Srrt,0.078
Mtrex,Syncrip,0.337
Mtrex,Tbl3,0.267
Mtrex,Tent4a,0.124
Mtrex,Tent4b,0.124
Mtrex,Unk,0.292
Mtrex,Utp11,0.267
Mtrex,Utp14a,0.29
Mtrex,Utp14b,0.29
Mtrex,Utp15,0.267
Mtrex,Utp18,0.355
Mtrex,Utp20,0.267
Mtrex,Utp3,0.267
Mtrex,Utp4,0.267
Mtrex,Utp6,0.267
Mtrex,Wdr3,0.407
Mtrex,Wdr36,0.267
Mtrex,Wdr43,0.267
Mtrex,Wdr46,0.267
Mtrex,Wdr75,0.267
Mtrex,Zcchc8,0.512
Mtrex,Zfc3h1,0.559
Mtrf1,Hemk1,0.241
Mtrf1l,Aurkaip1,0.267
Mtrf1l,Chchd1,0.267
Mtrf1l,Dap3,0.267
Mtrf1l,Gadd45gip1,0.267
Mtrf1l,Hemk1,0.241
Mtrf1l,Mrpl1,0.199
Mtrf1l,Mrpl10,0.267
Mtrf1l,Mrpl11,0.157
Mtrf1l,Mrpl12,0.267
Mtrf1l,Mrpl13,0.267
Mtrf1l,Mrpl14,0.267
Mtrf1l,Mrpl15,0.267
Mtrf1l,Mrpl16,0.267
Mtrf1l,Mrpl17,0.343
Mtrf1l,Mrpl18,0.267
Mtrf1l,Mrpl19,0.343
Mtrf1l,Mrpl2,0.267
Mtrf1l,Mrpl20,0.343
Mtrf1l,Mrpl21,0.343
Mtrf1l,Mrpl22,0.267
Mtrf1l,Mrpl23,0.203
Mtrf1l,Mrpl24,0.267
Mtrf1l,Mrpl27,0.343
Mtrf1l,Mrpl28,0.267
Mtrf1l,Mrpl3,0.267
Mtrf1l,Mrpl30,0.267
Mtrf1l,Mrpl32,0.343
Mtrf1l,Mrpl33,0.343
Mtrf1l,Mrpl34,0.267
Mtrf1l,Mrpl35,0.267
Mtrf1l,Mrpl36,0.335
Mtrf1l,Mrpl38,0.267
Mtrf1l,Mrpl39,0.267
Mtrf1l,Mrpl4,0.267
Mtrf1l,Mrpl40,0.267
Mtrf1l,Mrpl41,0.267
Mtrf1l,Mrpl42,0.267
Mtrf1l,Mrpl43,0.267
Mtrf1l,Mrpl44,0.267
Mtrf1l,Mrpl45,0.267
Mtrf1l,Mrpl46,0.267
Mtrf1l,Mrpl47,0.267
Mtrf1l,Mrpl48,0.267
Mtrf1l,Mrpl49,0.267
Mtrf1l,Mrpl50,0.267
Mtrf1l,Mrpl51,0.267
Mtrf1l,Mrpl52,0.267
Mtrf1l,Mrpl55,0.267
Mtrf1l,Mrpl57,0.267
Mtrf1l,Mrpl58,0.267
Mtrf1l,Mrpl9,0.343
Mtrf1l,Mrps10,0.267
Mtrf1l,Mrps11,0.267
Mtrf1l,Mrps12,0.267
Mtrf1l,Mrps14,0.267
Mtrf1l,Mrps15,0.267
Mtrf1l,Mrps16,0.339
Mtrf1l,Mrps17,0.267
Mtrf1l,Mrps18b,0.267
Mtrf1l,Mrps18c,0.267
Mtrf1l,Mrps2,0.267
Mtrf1l,Mrps21,0.267
Mtrf1l,Mrps22,0.267
Mtrf1l,Mrps23,0.267
Mtrf1l,Mrps24,0.267
Mtrf1l,Mrps25,0.267
Mtrf1l,Mrps26,0.267
Mtrf1l,Mrps27,0.267
Mtrf1l,Mrps28,0.267
Mtrf1l,Mrps30,0.267
Mtrf1l,Mrps31,0.267
Mtrf1l,Mrps33,0.267
Mtrf1l,Mrps34,0.267
Mtrf1l,Mrps35,0.267
Mtrf1l,Mrps5,0.267
Mtrf1l,Mrps6,0.248
Mtrf1l,Mrps7,0.267
Mtrf1l,Mrps9,0.339
Mtrf1l,Ptcd3,0.207
Mtrr,Mtr,0.12
Mtrr,Sms,0.2
Mtss1,Cttn,0.222
Mtss1,Cxcr4,0.292
Mtss1,Pard3,0.292
Mtss1,Pard6a,0.292
Mtss1,Prkci,0.292
Mtss1,Rab7,0.292
Mtss2,Fus,0.222
Mttp,Actn4,0.13
Mttp,Eed,0.292
Mttp,Egfr,0.323
Mttp,Pdia2,0.278
Mttp,Pdia4,0.304
Mtus1,Dctn2,0.052
Mtus2,Mapre1,0.16
Mtus2,Mapre2,0.16
Mtx1,Htt,0.292
Mtx1,Mtx2,0.125
Mtx1,Samm50,0.456
Mtx1,Tomm40,0.322
Mtx2,Chchd3,0.348
Mtx2,Chchd6,0.241
Mtx2,Hmga2,0.292
Mtx2,Hspb2,0.292
Mtx2,Immt,0.379
Mtx2,Mtx1,0.125
Mtx2,Mtx3,0.125
Mtx2,Samm50,0.307
Mtx3,Mtx2,0.125
Mtx3,Tomm22,0.058
Muc1,Apc,0.226
Muc1,Egfr,0.075
Muc13,Cftr,0.222
Muc20,Met,0.292
Muc5ac,Nphp4,0.292
Mul1,Nr6a1,0.292
Mul1,Ube2d1,0.159
Mul1,Ube2d2a,0.203
Mul1,Ube2d2b,0.203
Mus81,Cenps,0.199
Mus81,Eme1,0.647
Mus81,Eme2,0.443
Mus81,Ercc1,0.319
Mus81,Ercc4,0.12
Mus81,Exo1,0.048
Mus81,Faap100,0.058
Mus81,Faap24,0.319
Mus81,Fanca,0.053
Mus81,Fancb,0.094
Mus81,Fancc,0.094
Mus81,Fance,0.045
Mus81,Fancf,0.059
Mus81,Fancg,0.123
Mus81,Fancl,0.094
Mus81,Fancm,0.059
Mus81,Fen1,0.105
Mus81,Plk1,0.057
Mus81,Plk2,0.057
Mus81,Plk3,0.057
Mus81,Rmi1,0.165
Mus81,Rmi2,0.245
Mus81,Slx4,0.674
Mus81,Top3a,0.124
Mus81,Top3b,0.124
Mus81,Uhrf1,0.292
Musk,Dnaja3,0.292
Musk,Dok7,0.706
Musk,Dvl1,0.292
Musk,Lrp4,0.292
Musk,Nsf,0.292
Musk,Pak1,0.292
Musk,Rnf31,0.292
Mutyh,Apex1,0.292
Mutyh,Hus1,0.059
Mutyh,Pcna,0.154
Mutyh,Rad9a,0.058
Mvb12a,Cep41,0.159
Mvb12a,Tsg101,0.559
Mvb12a,Vps28,0.561
Mvb12a,Vps37a,0.239
Mvb12a,Vps37b,0.561
Mvb12a,Vps37c,0.239
Mvb12a,Vps37d,0.239
Mvb12b,Tsg101,0.582
Mvb12b,Vps28,0.697
Mvb12b,Vps37a,0.239
Mvb12b,Vps37b,0.696
Mvb12b,Vps37c,0.239
Mvb12b,Vps37d,0.239
Mvd,Cndp2,0.329
Mvd,Cse1l,0.206
Mvd,Ctsa,0.317
Mvd,Eif5a,0.212
Mvd,Fdps,0.237
Mvd,Fto,0.24
Mvd,Gbp2,0.242
Mvd,Gda,0.243
Mvd,Gls,0.329
Mvd,Gns,0.304
Mvd,Hmgcs1,0.299
Mvd,Nans,0.222
Mvd,Pepd,0.328
Mvd,Rps6ka1,0.305
Mvp,Bag3,0.222
Mvp,Eed,0.292
Mvp,Kpna3,0.222
Mvp,Ncbp1,0.222
Mvp,Parp4,0.136
Mvp,Stn1,0.222
Mvp,Tep1,0.058
Mvp,Vat1,0.222
Mxd1,Sin3a,0.292
Mxd1,Sin3b,0.926
Mxd3,Sin3a,0.058
Mxi1,Anapc4,0.204
Mxi1,Bub1b,0.204
Mxi1,Cdc20,0.204
Mxi1,Cdc27,0.204
Mxi1,Ercc3,0.222
Mxi1,Psmc3,0.222
Mxi1,Smad1,0.292
Mxi1,Smad5,0.292
Mxi1,Smad9,0.292
Mxi1,Smarca5,0.313
Myadm,Eed,0.292
Myb,Cebpb,0.393
Myb,Cnot9,0.292
Myb,Crebbp,0.657
Myb,Ep300,0.123
Myb,Kmt2a,0.355
Myb,Lef1,0.292
Myb,Lin37,0.155
Myb,Lin52,0.31
Myb,Lin54,0.121
Myb,Lin9,0.275
Myb,Pax5,0.292
Myb,Traf7,0.292
Myb,Trim28,0.292
Myb,Zfp292,0.166
Mybbp1a,Casp7,0.292
Mybbp1a,Cdk9,0.292
Mybbp1a,Dmrt2,0.292
Mybbp1a,Eed,0.457
Mybbp1a,Ftsj3,0.327
Mybbp1a,Hdac1,0.292
Mybbp1a,Hdac2,0.292
Mybbp1a,L3mbtl2,0.292
Mybbp1a,Myod1,0.292
Mybbp1a,Nacc1,0.292
Mybbp1a,Nanog,0.292
Mybbp1a,Nop58,0.328
Mybbp1a,Nr4a1,0.292
Mybbp1a,Pknox1,0.292
Mybbp1a,Polr1e,0.328
Mybbp1a,Polr2e,0.326
Mybbp1a,Ppargc1a,0.292
Mybbp1a,Rnf2,0.292
Mybbp1a,Smarca2,0.292
Mybbp1a,Smarca4,0.292
Mybbp1a,Tcf4,0.292
Mybbp1a,Zfp746,0.292
Mybl1,Lin37,0.155
Mybl1,Lin52,0.31
Mybl1,Lin54,0.136
Mybl1,Lin9,0.275
Mybl2,E2f5,0.046
Mybl2,Esrrb,0.292
Mybl2,Gcfc2,0.21
Mybl2,Ikzf2,0.313
Mybl2,Lin37,0.155
Mybl2,Lin52,0.56
Mybl2,Lin54,0.121
Mybl2,Lin9,0.674
Mybl2,Nr0b1,0.292
Mybl2,Pou5f1,0.292
Mybl2,Rbbp4,0.072
Mybl2,Rbl1,0.309
Mybl2,Spta1,0.222
Mybl2,Tfcp2l1,0.292
Mybpc1,Mylk,0.164
Mybpc2,Des,0.069
Mybpc2,Nphp4,0.292
Mybpc2,Pcdh12,0.222
Mybpc2,Tcap,0.086
Mybpc2,Trim63,0.292
Mybpc2,Vim,0.069
Mybpc3,Actb,0.115
Mybpc3,Actc1,0.32
Mybpc3,Des,0.069
Mybpc3,Dmd,0.134
Mybpc3,Myh6,0.457
Mybpc3,Tcap,0.086
Mybpc3,Vim,0.069
Mybph,Fbxo32,0.292
Myc,Ago2,0.292
Myc,Atoh1,0.292
Myc,Bcl2,0.292
Myc,Bin1,0.385
Myc,Brd8,0.292
Myc,Cad,0.292
Myc,Camk2n1,0.292
Myc,Ccnt1,0.292
Myc,Cdk9,0.292
Myc,Cdkn1b,0.422
Myc,Cdkn2a,0.292
Myc,Chd4,0.292
Myc,Ddx20,0.292
Myc,Dmap1,0.292
Myc,Dnmt3a,0.292
Myc,Ep400,0.292
Myc,Epc1,0.184
Myc,Epc2,0.184
Myc,Esrp1,0.292
Myc,Foxo3,0.292
Myc,H1f1,0.292
Myc,H1f5,0.292
Myc,H3f3b,0.292
Myc,H4c11,0.292
Myc,Hnrnpk,0.292
Myc,Max,0.723
Myc,Mycn,0.292
Myc,Noct,0.292
Myc,Nono,0.292
Myc,Npm1,0.292
Myc,Odc1,0.292
Myc,Rpl23,0.292
Myc,Rpl3,0.292
Myc,Rpl6,0.292
Myc,Rps15a,0.292
Myc,Ruvbl2,0.292
Myc,Sirt6,0.292
Myc,Smarca4,0.292
Myc,Tfam,0.292
Myc,Trim32,0.292
Myc,Trrap,0.292
Myc,Vps72,0.292
Myc,Ybx1,0.292
Mycbp,Actr1a,0.222
Mycbp,Prkar2b,0.222
Mycbp2,Cbx4,0.382
Mycbp2,Ccdc158,0.591
Mycbp2,Eed,0.292
Mycbp2,Fbxo45,0.442
Mycbp2,Huwe1,0.164
Mycbp2,Rae1,0.124
Mycbp2,Ran,0.292
Mycbp2,Ubc,0.247
Mycbp2,Ube2d2a,0.16
Mycbpap,Mycbp,0.245
Mycl,Ep400,0.112
Mycl,Ruvbl2,0.058
Mycn,Aurka,0.504
Mycn,Chd7,0.292
Mycn,Hes6,0.186
Mycn,Myc,0.292
Mycn,Polr1a,0.186
Mycn,Sox2,0.292
Mycn,Trim32,0.222
Mycs,Aurka,0.389
Myd88,Ager,0.292
Myd88,Arl1,0.292
Myd88,Bcl2,0.292
Myd88,Becn1,0.292
Myd88,Birc3,0.734
Myd88,Btk,0.292
Myd88,Cblb,0.457
Myd88,Fadd,0.058
Myd88,Flii,0.292
Myd88,Hspa5,0.292
Myd88,Hspa8,0.292
Myd88,Ikbkg,0.204
Myd88,Il1r1,0.457
Myd88,Irak1,0.6
Myd88,Irak2,0.651
Myd88,Irak3,0.292
Myd88,Irak4,0.725
Myd88,Irf1,0.328
Myd88,Irf4,0.233
Myd88,Irf5,0.328
Myd88,Irf7,0.328
Myd88,Lrrc59,0.164
Myd88,Lrrfip1,0.292
Myd88,Lrrfip2,0.292
Myd88,Map3k7,0.734
Myd88,Pik3ap1,0.292
Myd88,Pik3cd,0.292
Myd88,Prmt5,0.292
Myd88,Prpf31,0.292
Myd88,Rnf41,0.292
Myd88,Sarm1,0.101
Myd88,Stk38,0.292
Myd88,Supt6,0.197
Myd88,Syk,0.292
Myd88,Tbk1,0.292
Myd88,Tirap,0.421
Myd88,Tlr2,0.457
Myd88,Tmod3,0.292
Myd88,Tnfrsf13b,0.292
Myd88,Tnip1,0.457
Myd88,Traf2,0.186
Myd88,Traf3,0.457
Myd88,Traf6,0.457
Myd88,Tubb4b,0.292
Myd88,Tubb5,0.292
Myd88,Ubc,0.33
Myd88,Ube2i,0.164
Mydgf,Sgta,0.222
Mydgf,Ubqln4,0.222
Myef2,Cenpc1,0.292
Myef2,Eed,0.292
Myef2,Foxp3,0.292
Myef2,Hdac4,0.292
Myef2,Hnrnpk,0.165
Myef2,Hnrnpm,0.244
Myef2,Mecp2,0.292
Myef2,Nanog,0.292
Myef2,Rpgrip1l,0.292
Myef2,Satb2,0.292
Myef2,Smarca4,0.222
Myef2,Tada2a,0.329
Myef2,Xpo7,0.292
Myf5,Tcf12,0.075
Myf5,Tcf4,0.317
Myf6,Ankrd1,0.23
Myf6,Tcf12,0.052
Myf6,Tcf3,0.058
Myf6,Tcf4,0.052
Myg1,Gnai2,0.329
Myg1,Iars2,0.361
Myg1,Mthfd1,0.323
Myg1,Nans,0.325
Myg1,Psat1,0.382
Myh1,Actb,0.075
Myh1,Fbxo32,0.292
Myh1,Iqgap2,0.074
Myh1,Iqgap3,0.074
Myh1,Kcnma1,0.292
Myh1,Krt4,0.329
Myh1,Myl1,0.241
Myh1,Myl3,0.161
Myh1,Pms2,0.222
Myh1,Tpm1,0.094
Myh1,Trim63,0.292
Myh10,Acta2,0.075
Myh10,Actb,0.242
Myh10,Actg1,0.075
Myh10,Actg2,0.075
Myh10,Ecpas,0.222
Myh10,Eed,0.292
Myh10,Grin1,0.227
Myh10,Hdac6,0.292
Myh10,Hspa4,0.287
Myh10,Iqcb1,0.292
Myh10,Iqgap1,0.098
Myh10,Iqgap2,0.074
Myh10,Iqgap3,0.074
Myh10,Kif26b,0.292
Myh10,Kpnb1,0.043
Myh10,Llgl1,0.222
Myh10,Magoh,0.206
Myh10,Mark4,0.222
Myh10,Myl1,0.241
Myh10,Myl12a,0.415
Myh10,Myl12b,0.445
Myh10,Myl3,0.132
Myh10,Myl4,0.132
Myh10,Myl6,0.381
Myh10,Myl6b,0.293
Myh10,Myl9,0.207
Myh10,Nono,0.263
Myh10,Nphp4,0.292
Myh10,Npm1,0.206
Myh10,Nrp1,0.292
Myh10,Ppp2cb,0.222
Myh10,Tpm1,0.094
Myh10,Tpm2,0.094
Myh10,Tpm3,0.094
Myh10,Tpm3-rs7,0.094
Myh10,Tpm4,0.094
Myh10,Ywhaz,0.267
Myh11,Acta2,0.075
Myh11,Actb,0.075
Myh11,Actg1,0.075
Myh11,Actg2,0.075
Myh11,Eed,0.292
Myh11,Iqgap2,0.074
Myh11,Iqgap3,0.074
Myh11,Kpnb1,0.043
Myh11,Myh14,0.422
Myh11,Myl1,0.241
Myh11,Myl10,0.116
Myh11,Myl12a,0.207
Myh11,Myl12b,0.207
Myh11,Myl3,0.132
Myh11,Myl6,0.381
Myh11,Myl6b,0.293
Myh11,Myl7,0.124
Myh11,Myl9,0.207
Myh11,Mylpf,0.116
Myh11,Myo5a,0.526
Myh11,Ppp1r9b,0.292
Myh11,Tpm1,0.094
Myh11,Tpm2,0.094
Myh11,Tpm3,0.094
Myh11,Tpm4,0.094
Myh13,Acta1,0.188
Myh13,Acta2,0.188
Myh13,Actb,0.123
Myh13,Actbl2,0.123
Myh13,Actc1,0.188
Myh13,Actg1,0.123
Myh13,Actg2,0.123
Myh13,Iqgap2,0.074
Myh13,Iqgap3,0.074
Myh13,Myl1,0.399
Myh13,Myl3,0.15
Myh13,Myl6,0.16
Myh14,Acta2,0.059
Myh14,Actb,0.115
Myh14,Actg1,0.115
Myh14,Actg2,0.059
Myh14,Myh11,0.422
Myh14,Myh9,0.222
Myh14,Myl1,0.051
Myh14,Myl12a,0.051
Myh14,Myl12b,0.051
Myh14,Myl3,0.051
Myh14,Myl4,0.051
Myh14,Myl6,0.333
Myh14,Myl6b,0.051
Myh14,Myl7,0.051
Myh14,Myl9,0.051
Myh14,Myo5a,0.324
Myh14,Rabl6,0.222
Myh15,Iqgap2,0.074
Myh15,Iqgap3,0.074
Myh15,Myl1,0.241
Myh2,Acta1,0.075
Myh2,Actr2,0.058
Myh2,Actr3,0.058
Myh2,Iqgap2,0.074
Myh2,Iqgap3,0.074
Myh2,Myl1,0.241
Myh2,Myl3,0.161
Myh2,Trpm7,0.292
Myh3,Appl1,0.222
Myh3,Fbxo32,0.292
Myh3,Iqgap2,0.074
Myh3,Iqgap3,0.074
Myh3,Lamtor5,0.222
Myh3,Mlc1,0.292
Myh3,Myh7,0.326
Myh3,Myl1,0.241
Myh3,Myl2,0.116
Myh3,Myl3,0.161
Myh3,Myl4,0.161
Myh3,Neurl2,0.292
Myh3,Ppp1r7,0.222
Myh3,Snapin,0.222
Myh3,Tnnc1,0.052
Myh3,Tnnc2,0.052
Myh3,Tnni1,0.198
Myh3,Tpm1,0.094
Myh3,Tpm2,0.094
Myh3,Tpm3,0.094
Myh3,Tpm4,0.094
Myh3,Tulp3,0.312
Myh4,Acta1,0.904
Myh4,Fbxo32,0.292
Myh4,Iqgap2,0.074
Myh4,Iqgap3,0.074
Myh4,Myl1,0.921
Myh4,Myl6,0.16
Myh4,Myl9,0.137
Myh4,Tpm1,0.811
Myh4,Trim63,0.292
Myh4,Wdtc1,0.292
Myh6,Acta1,0.075
Myh6,Actc1,0.075
Myh6,Fbxo32,0.292
Myh6,Mybpc3,0.457
Myh6,Myl1,0.241
Myh6,Myl2,0.122
Myh6,Myl3,0.161
Myh6,Myl4,0.161
Myh6,Myl7,0.124
Myh6,Myl9,0.137
Myh6,Tnnc1,0.052
Myh6,Tnnc2,0.052
Myh6,Tnni1,0.057
Myh6,Tpm1,0.094
Myh6,Tpm2,0.094
Myh6,Tpm3,0.094
Myh6,Tpm4,0.094
Myh7,Actc1,0.075
Myh7,Actn2,0.242
Myh7,Hmga2,0.292
Myh7,Iqgap2,0.074
Myh7,Iqgap3,0.074
Myh7,Myh3,0.326
Myh7,Myl1,0.241
Myh7,Myl3,0.161
Myh7,Myl6,0.16
Myh7,Psmd4,0.222
Myh7,Tnni1,0.057
Myh7,Tulp3,0.329
Myh7b,Iqgap2,0.074
Myh7b,Iqgap3,0.074
Myh7b,Myl1,0.241
Myh7b,Myl6,0.16
Myh7b,Tpm3,0.094
Myh8,Fbxo32,0.292
Myh8,Iqgap2,0.074
Myh8,Iqgap3,0.074
Myh8,Myl1,0.241
Myh8,Myl2,0.122
Myh8,Myl3,0.161
Myh8,Myl4,0.161
Myh8,Myo5a,0.427
Myh8,Tnnc1,0.052
Myh8,Tnnc2,0.052
Myh8,Tnni1,0.057
Myh8,Tpm1,0.094
Myh8,Tpm2,0.094
Myh8,Tpm3,0.094
Myh8,Tpm4,0.094
Myh8,Trim63,0.292
Myh9,Acta2,0.075
Myh9,Actb,0.476
Myh9,Actg1,0.075
Myh9,Actg2,0.075
Myh9,Actr2,0.058
Myh9,Actr3,0.058
Myh9,Basp1,0.311
Myh9,Cbl,0.209
Myh9,Cops4,0.226
Myh9,Cops5,0.213
Myh9,Eed,0.292
Myh9,Emd,0.209
Myh9,Epb41l2,0.305
Myh9,Epop,0.292
Myh9,Grb2,0.211
Myh9,Hsp90ab1,0.215
Myh9,Hspa5,0.213
Myh9,Invs,0.292
Myh9,Iqcb1,0.292
Myh9,Iqgap1,0.241
Myh9,Iqgap2,0.074
Myh9,Iqgap3,0.074
Myh9,Isg15,0.211
Myh9,Kpnb1,0.043
Myh9,Krt8,0.226
Myh9,Lrrk2,0.292
Myh9,Myh10,0.236
Myh9,Myh14,0.222
Myh9,Myl1,0.241
Myh9,Myl12a,0.207
Myh9,Myl12b,0.373
Myh9,Myl3,0.132
Myh9,Myl4,0.132
Myh9,Myl6,0.511
Myh9,Myl6b,0.293
Myh9,Myl9,0.207
Myh9,Myo1c,0.042
Myh9,Ncl,0.215
Myh9,Nphp1,0.305
Myh9,Nphp4,0.292
Myh9,Nrp1,0.292
Myh9,Os9,0.241
Myh9,Otud6b,0.222
Myh9,Pknox1,0.292
Myh9,Ppp1r9b,0.457
Myh9,Psmd4,0.214
Myh9,Rnf123,0.292
Myh9,Rpgrip1l,0.292
Myh9,Syvn1,0.305
Myh9,Tln1,0.222
Myh9,Tpm1,0.094
Myh9,Tpm2,0.094
Myh9,Tpm4,0.265
Myh9,Trim72,0.292
Myh9,Vcl,0.21
Myh9,Wnk1,0.222
Myl1,Acta1,0.813
Myl1,Acta2,0.101
Myl1,Actc1,0.101
Myl1,Fbxo32,0.292
Myl1,Myh1,0.241
Myl1,Myh10,0.241
Myl1,Myh11,0.241
Myl1,Myh13,0.399
Myl1,Myh14,0.051
Myl1,Myh15,0.241
Myl1,Myh2,0.241
Myl1,Myh3,0.241
Myl1,Myh4,0.921
Myl1,Myh6,0.241
Myl1,Myh7,0.241
Myl1,Myh7b,0.241
Myl1,Myh8,0.241
Myl1,Myh9,0.241
Myl1,Myl2,0.149
Myl1,Myo5a,0.14
Myl1,Myo5b,0.14
Myl1,Myo5c,0.14
Myl1,Tnni1,0.074
Myl1,Tnni2,0.074
Myl1,Tnni3,0.074
Myl1,Tpm1,0.8
Myl1,Trim63,0.292
Myl10,Myh11,0.116
Myl12a,Myh10,0.415
Myl12a,Myh11,0.207
Myl12a,Myh14,0.051
Myl12a,Myh9,0.207
Myl12a,Myl6,0.316
Myl12b,Eed,0.292
Myl12b,Epop,0.292
Myl12b,Hmga2,0.292
Myl12b,Lrrk2,0.292
Myl12b,Myh10,0.445
Myl12b,Myh11,0.207
Myl12b,Myh14,0.051
Myl12b,Myh9,0.373
Myl12b,Myl3,0.149
Myl12b,Myl6,0.517
Myl12b,Myl6b,0.242
Myl12b,Myl9,0.058
Myl12b,Mylip,0.292
Myl12b,Myo18a,0.124
